R,M,P
0.09701739489711259,1.5628361792321382e-06,1.2969827285824573e+27
0.09742332541969463,1.582534443296038e-06,1.2969800117574773e+27
0.09782925594227669,1.6023975238504591e-06,1.296977283593252e+27
0.09823518646485875,1.6224261072784016e-06,1.2969745440898418e+27
0.09864111698744081,1.6426208799584707e-06,1.2969717932473098e+27
0.09904704751002288,1.6629825282648606e-06,1.296969031065717e+27
0.09945297803260494,1.6835117385673315e-06,1.2969662575451263e+27
0.099858908555187,1.7042091972311972e-06,1.2969634726856004e+27
0.10026483907776905,1.7250755906173017e-06,1.2969606764872017e+27
0.10067076960035114,1.746111605082004e-06,1.2969578689499936e+27
0.10107670012293318,1.76731792697716e-06,1.2969550500740395e+27
0.10148263064551524,1.7886952426501023e-06,1.2969522198594027e+27
0.1018885611680973,1.8102442384436227e-06,1.296949378306147e+27
0.10229449169067936,1.831965600695956e-06,1.2969465254143365e+27
0.10270042221326144,1.8538600157407583e-06,1.2969436611840354e+27
0.1031063527358435,1.8759281699070917e-06,1.2969407856153077e+27
0.10351228325842556,1.8981707495194044e-06,1.296937898708219e+27
0.1039182137810076,1.9205884408975143e-06,1.2969350004628332e+27
0.10432414430358966,1.9431819303565862e-06,1.2969320908792162e+27
0.10473007482617173,1.965951904207121e-06,1.2969291699574337e+27
0.1051360053487538,1.9888990487549305e-06,1.2969262376975502e+27
0.10554193587133585,2.012024050301124e-06,1.2969232940996325e+27
0.10594786639391791,2.035327595142087e-06,1.2969203391637464e+27
0.10635379691649999,2.058810369569463e-06,1.296917372889959e+27
0.10675972743908205,2.082473059870139e-06,1.2969143952783357e+27
0.10716565796166411,2.1063163523262225e-06,1.296911406328944e+27
0.10757158848424615,2.1303409332150264e-06,1.2969084060418513e+27
0.10797751900682821,2.1545474888090505e-06,1.2969053944171242e+27
0.10838344952941029,2.17893670537596e-06,1.2969023714548308e+27
0.10878938005199235,2.203509269178573e-06,1.2968993371550387e+27
0.1091953105745744,2.228265866474837e-06,1.296896291517816e+27
0.10960124109715647,2.2532071835178135e-06,1.296893234543231e+27
0.11000717161973854,2.2783339065556598e-06,1.296890166231352e+27
0.1104131021423206,2.3036467218316087e-06,1.2968870865822478e+27
0.11081903266490266,2.329146315583952e-06,1.2968839955959878e+27
0.1112249631874847,2.354833374046023e-06,1.296880893272641e+27
0.11163089371006676,2.380708583446176e-06,1.2968777796122768e+27
0.11203682423264884,2.4067726300077703e-06,1.2968746546149646e+27
0.1124427547552309,2.4330261999491492e-06,1.2968715182807746e+27
0.11284868527781296,2.4594699794836253e-06,1.2968683706097775e+27
0.11325461580039502,2.4861046548194616e-06,1.2968652116020435e+27
0.11366054632297708,2.512930912159847e-06,1.2968620412576428e+27
0.11406647684555915,2.5399494377028905e-06,1.2968588595766469e+27
0.1144724073681412,2.5671609176415895e-06,1.2968556665591264e+27
0.11487833789072326,2.5945660381638208e-06,1.2968524622051532e+27
0.11528426841330532,2.622165485452321e-06,1.2968492465147987e+27
0.11569019893588739,2.6499599456846617e-06,1.296846019488135e+27
0.11609612945846945,2.677950105033242e-06,1.2968427811252345e+27
0.11650205998105151,2.7061366496652598e-06,1.2968395314261686e+27
0.11690799050363357,2.7345202657427017e-06,1.2968362703910106e+27
0.11731392102621563,2.763101639422319e-06,1.296832998019833e+27
0.1177198515487977,2.7918814568556134e-06,1.2968297143127096e+27
0.11812578207137975,2.8208604041888167e-06,1.296826419269713e+27
0.11853171259396181,2.8500391675628734e-06,1.296823112890917e+27
0.11893764311654387,2.879418433113422e-06,1.2968197951763955e+27
0.11934357363912593,2.908998886970777e-06,1.2968164661262226e+27
0.119749504161708,2.9387812152599107e-06,1.2968131257404726e+27
0.12015543468429006,2.968766104100436e-06,1.2968097740192198e+27
0.12056136520687212,2.9989542396065837e-06,1.2968064109625395e+27
0.12096729572945417,3.029346307887192e-06,1.2968030365705062e+27
0.12137322625203625,3.0599429950456825e-06,1.2967996508431954e+27
0.1217791567746183,3.090744987180042e-06,1.296796253780683e+27
0.12218508729720036,3.121752970382808e-06,1.296792845383044e+27
0.12259101781978242,3.1529676307410456e-06,1.296789425650355e+27
0.12299694834236448,3.184389654336335e-06,1.2967859945826922e+27
0.12340287886494655,3.216019727244748e-06,1.2967825521801318e+27
0.12380880938752861,3.247858535536833e-06,1.296779098442751e+27
0.12421473991011067,3.2799067652775947e-06,1.2967756333706261e+27
0.12462067043269272,3.312165102526479e-06,1.2967721569638353e+27
0.1250266009552748,3.3446342333373496e-06,1.296768669222455e+27
0.12543253147785685,3.377314843758476e-06,1.296765170146564e+27
0.1258384620004389,3.410207619832511e-06,1.2967616597362394e+27
0.12624439252302097,3.4433132475964734e-06,1.2967581379915596e+27
0.12665032304560303,3.4766324130817294e-06,1.296754604912603e+27
0.1270562535681851,3.5101658023139766e-06,1.2967510604994484e+27
0.12746218409076715,3.5439141013132225e-06,1.2967475047521753e+27
0.1278681146133492,3.5778779960937707e-06,1.2967439376708622e+27
0.12827404513593127,3.6120581726641966e-06,1.2967403592555887e+27
0.12867997565851333,3.646455317027335e-06,1.2967367695064342e+27
0.12908590618109542,3.681070115180258e-06,1.2967331684234792e+27
0.12949183670367748,3.7159032531142598e-06,1.2967295560068036e+27
0.1298977672262595,3.7509554168148358e-06,1.2967259322564876e+27
0.13030369774884157,3.786227292261664e-06,1.2967222971726118e+27
0.13070962827142363,3.821719565428593e-06,1.2967186507552572e+27
0.13111555879400572,3.857432922283612e-06,1.296714993004505e+27
0.13152148931658778,3.893368048788847e-06,1.296711323920437e+27
0.13192741983916983,3.929525630900531e-06,1.296707643503134e+27
0.1323333503617519,3.965906354568989e-06,1.2967039517526787e+27
0.13273928088433395,4.002510905738624e-06,1.2967002486691525e+27
0.13314521140691601,4.039339970347894e-06,1.2966965342526387e+27
0.13355114192949807,4.076394234329296e-06,1.2966928085032185e+27
0.13395707245208013,4.113674383609345e-06,1.2966890714209762e+27
0.1343630029746622,4.151181104108561e-06,1.2966853230059944e+27
0.13476893349724425,4.188915081741447e-06,1.2966815632583564e+27
0.1351748640198263,4.226877002416468e-06,1.2966777921781455e+27
0.13558079454240837,4.26506755203604e-06,1.2966740097654453e+27
0.13598672506499043,4.3034874164965075e-06,1.296670216020341e+27
0.13639265558757252,4.3421372816881265e-06,1.296666410942916e+27
0.13679858611015458,4.381017833495041e-06,1.296662594533255e+27
0.1372045166327366,4.4201297577952755e-06,1.2966587667914434e+27
0.13761044715531867,4.459473740460708e-06,1.2966549277175654e+27
0.13801637767790073,4.499050467357053e-06,1.2966510773117072e+27
0.13842230820048282,4.538860624343847e-06,1.2966472155739536e+27
0.13882823872306488,4.5789048972744274e-06,1.2966433425043905e+27
0.13923416924564694,4.6191839719959135e-06,1.2966394581031047e+27
0.139640099768229,4.659698534349193e-06,1.2966355623701814e+27
0.14004603029081103,4.700449270168897e-06,1.296631655305708e+27
0.14045196081339312,4.741436865283386e-06,1.2966277369097715e+27
0.14085789133597518,4.7826620055147336e-06,1.2966238071824578e+27
0.14126382185855724,4.824125376678703e-06,1.2966198661238548e+27
0.1416697523811393,4.865827664584729e-06,1.2966159137340504e+27
0.14207568290372136,4.9077695550359104e-06,1.2966119500131318e+27
0.14248161342630342,4.949951733828976e-06,1.2966079749611876e+27
0.14288754394888548,4.992374886754275e-06,1.2966039885783053e+27
0.14329347447146754,5.03503969959576e-06,1.2965999908645743e+27
0.1436994049940496,5.077946858130968e-06,1.2965959818200828e+27
0.14410533551663168,5.121097048130996e-06,1.2965919614449196e+27
0.14451126603921371,5.16449095536049e-06,1.2965879297391746e+27
0.14491719656179577,5.2081292655776256e-06,1.296583886702937e+27
0.14532312708437783,5.252012664534085e-06,1.2965798323362962e+27
0.1457290576069599,5.296141837975048e-06,1.2965757666393424e+27
0.14613498812954198,5.34051747163916e-06,1.2965716896121664e+27
0.14654091865212404,5.38514025125853e-06,1.296567601254858e+27
0.1469468491747061,5.4300108625587e-06,1.2965635015675083e+27
0.14735277969728813,5.47512999125863e-06,1.2965593905502077e+27
0.14775871021987022,5.520498323070682e-06,1.296555268203048e+27
0.14816464074245228,5.566116543700604e-06,1.2965511345261208e+27
0.14857057126503434,5.611985338847503e-06,1.2965469895195178e+27
0.1489765017876164,5.658105394203833e-06,1.2965428331833304e+27
0.14938243231019846,5.7044773954553815e-06,1.2965386655176514e+27
0.14978836283278052,5.751102028281239e-06,1.2965344865225728e+27
0.15019429335536258,5.797979978353788e-06,1.2965302961981877e+27
0.15060022387794464,5.8451119313386916e-06,1.2965260945445886e+27
0.1510061544005267,5.89249857289486e-06,1.2965218815618692e+27
0.15141208492310876,5.940140588674443e-06,1.296517657250123e+27
0.15181801544569082,5.988038664322809e-06,1.2965134216094434e+27
0.15222394596827288,6.036193485478529e-06,1.2965091746399243e+27
0.15262987649085494,6.084605737773354e-06,1.29650491634166e+27
0.153035807013437,6.133276106832195e-06,1.2965006467147452e+27
0.15344173753601908,6.1822052782731204e-06,1.296496365759274e+27
0.15384766805860114,6.231393937707313e-06,1.2964920734753417e+27
0.15425359858118318,6.280842770739074e-06,1.2964877698630437e+27
0.15465952910376524,6.330552462965791e-06,1.2964834549224747e+27
0.1550654596263473,6.380523699977927e-06,1.2964791286537313e+27
0.15547139014892938,6.430757167359e-06,1.2964747910569088e+27
0.15587732067151144,6.4812535506855634e-06,1.296470442132104e+27
0.1562832511940935,6.532013535527187e-06,1.2964660818794125e+27
0.15668918171667556,6.583037807446445e-06,1.296461710298931e+27
0.15709511223925762,6.634327051998891e-06,1.296457327390757e+27
0.15750104276183968,6.685881954733043e-06,1.2964529331549879e+27
0.15790697328442174,6.737703201190364e-06,1.2964485275917202e+27
0.1583129038070038,6.7897914769052425e-06,1.296444110701052e+27
0.15871883432958583,6.8421474674049805e-06,1.2964396824830812e+27
0.1591247648521679,6.8947718582097675e-06,1.2964352429379062e+27
0.15953069537474993,6.947665334832667e-06,1.296430792065625e+27
0.15993662589733199,7.000828582779595e-06,1.2964263298663364e+27
0.16034255641991402,7.054262287549307e-06,1.2964218563401393e+27
0.16074848694249608,7.107967134633371e-06,1.2964173714871335e+27
0.1611544174650781,7.161943809516166e-06,1.296412875307417e+27
0.16156034798766014,7.216192997674837e-06,1.2964083678010903e+27
0.16196627851024217,7.270715384579305e-06,1.2964038489682532e+27
0.16237220903282423,7.32551165569223e-06,1.2963993188090057e+27
0.1627781395554063,7.380582496469002e-06,1.2963947773234488e+27
0.16318407007798832,7.435928592357716e-06,1.296390224511682e+27
0.16359000060057036,7.491550628799162e-06,1.2963856603738073e+27
0.16399593112315242,7.5474492912268e-06,1.296381084909925e+27
0.16440186164573445,7.603625265066744e-06,1.2963764981201372e+27
0.1648077921683165,7.660079235737744e-06,1.2963719000045447e+27
0.16521372269089854,7.71681188865117e-06,1.2963672905632502e+27
0.16561965321348057,7.773823909210984e-06,1.296362669796355e+27
0.16602558373606263,7.831115982813741e-06,1.2963580377039627e+27
0.1664315142586447,7.88868879484855e-06,1.2963533942861745e+27
0.1668374447812267,7.946543030697065e-06,1.296348739543094e+27
0.16724337530380876,8.004679375733479e-06,1.2963440734748242e+27
0.1676493058263908,8.063098515324471e-06,1.2963393960814684e+27
0.16805523634897285,8.121801134829234e-06,1.2963347073631307e+27
0.1684611668715549,8.180787919599418e-06,1.2963300073199142e+27
0.1688670973941369,8.240059554979127e-06,1.2963252959519234e+27
0.16927302791671897,8.299616726304907e-06,1.2963205732592624e+27
0.16967895843930103,8.359460118905724e-06,1.296315839242036e+27
0.17008488896188306,8.419590418102931e-06,1.2963110939003492e+27
0.17049081948446512,8.480008309210276e-06,1.2963063372343067e+27
0.17089675000704713,8.540714477533856e-06,1.2963015692440144e+27
0.1713026805296292,8.601709608372125e-06,1.296296789929577e+27
0.17170861105221125,8.662994387015854e-06,1.2962919992911012e+27
0.17211454157479328,8.72456949874813e-06,1.2962871973286931e+27
0.17252047209737534,8.786435628844324e-06,1.2962823840424585e+27
0.1729264026199574,8.84859346257208e-06,1.2962775594325043e+27
0.1733323331425394,8.9110436851913e-06,1.2962727234989368e+27
0.17373826366512146,8.973786981954114e-06,1.296267876241864e+27
0.1741441941877035,9.036824038104873e-06,1.2962630176613926e+27
0.17455012471028555,9.100155538880128e-06,1.2962581477576308e+27
0.17495605523286759,9.163782169508612e-06,1.2962532665306856e+27
0.17536198575544962,9.227704615211211e-06,1.296248373980666e+27
0.17576791627803168,9.291923561200972e-06,1.296243470107679e+27
0.17617384680061374,9.356439692683052e-06,1.2962385549118344e+27
