xi: Dimensionless distance
theta: Dimensionless pressure T
M: Dimensionless mass M


xi	theta	M
0.05778000000000702	0.9430580141484305	0.0007665175952575585
0.05779000000000702	0.943038724286784	0.0007669016440413865
0.057800000000007026	0.9430194313775885	0.0007672858138930664
0.05781000000000703	0.9430001354209933	0.000767670104825636
0.05782000000000703	0.9429808364171478	0.0007680545168521295
0.057830000000007035	0.9429615343662016	0.0007684390499855768
0.05784000000000704	0.9429422292683041	0.0007688237042390044
0.05785000000000704	0.9429229211236049	0.0007692084796254351
0.057860000000007045	0.9429036099322534	0.0007695933761578876
0.05787000000000705	0.9428842956943994	0.0007699783938493768
0.05788000000000705	0.9428649784101922	0.000770363532712914
0.057890000000007054	0.9428456580797817	0.0007707487927615066
0.05790000000000706	0.9428263347033173	0.0007711341740081583
0.05791000000000706	0.9428070082809489	0.0007715196764658688
0.05792000000000706	0.942787678812826	0.0007719053001476342
0.057930000000007066	0.9427683462990983	0.0007722910450664467
0.05794000000000707	0.9427490107399157	0.0007726769112352946
0.05795000000000707	0.9427296721354278	0.0007730628986671625
0.057960000000007075	0.9427103304857845	0.0007734490073750313
0.05797000000000708	0.9426909857911355	0.000773835237371878
0.05798000000000708	0.9426716380516308	0.0007742215886706756
0.057990000000007084	0.9426522872674201	0.0007746080612843938
0.05800000000000709	0.9426329334386534	0.0007749946552259979
0.05801000000000709	0.9426135765654805	0.0007753813705084499
0.058020000000007094	0.9425942166480514	0.0007757682071447076
0.0580300000000071	0.9425748536865161	0.0007761551651477252
0.0580400000000071	0.9425554876810245	0.0007765422445304531
0.0580500000000071	0.9425361186317266	0.0007769294453058379
0.058060000000007106	0.9425167465387725	0.0007773167674868222
0.05807000000000711	0.9424973714023123	0.000777704211086345
0.05808000000000711	0.9424779932224959	0.0007780917761173414
0.058090000000007115	0.9424586119994736	0.0007784794625927428
0.05810000000000712	0.9424392277333954	0.0007788672705254766
0.05811000000000712	0.9424198404244114	0.0007792551999284667
0.058120000000007124	0.9424004500726719	0.0007796432508146327
0.05813000000000713	0.9423810566783272	0.000780031423196891
0.05814000000000713	0.9423616602415272	0.0007804197170881536
0.058150000000007133	0.9423422607624224	0.000780808132501329
0.05816000000000714	0.9423228582411631	0.0007811966694493221
0.05817000000000714	0.9423034526778995	0.0007815853279450334
0.05818000000000714	0.942284044072782	0.0007819741080013602
0.058190000000007146	0.9422646324259608	0.0007823630096311956
0.05820000000000715	0.9422452177375864	0.0007827520328474289
0.05821000000000715	0.9422258000078092	0.0007831411776629459
0.058220000000007155	0.9422063792367795	0.0007835304440906282
0.05823000000000716	0.9421869554246479	0.0007839198321433538
0.05824000000000716	0.9421675285715648	0.0007843093418339968
0.058250000000007164	0.9421480986776807	0.0007846989731754276
0.05826000000000717	0.9421286657431461	0.0007850887261805127
0.05827000000000717	0.9421092297681116	0.0007854786008621149
0.05828000000000717	0.9420897907527277	0.000785868597233093
0.058290000000007176	0.942070348697145	0.000786258715306302
0.05830000000000718	0.9420509036015142	0.0007866489550945932
0.05831000000000718	0.9420314554659859	0.0007870393166108141
0.058320000000007186	0.9420120042907107	0.0007874297998678082
0.05833000000000719	0.9419925500758394	0.0007878204048784155
0.05834000000000719	0.9419730928215226	0.0007882111316554717
0.058350000000007195	0.9419536325279112	0.0007886019802118092
0.0583600000000072	0.9419341691951558	0.0007889929505602561
0.0583700000000072	0.9419147028234073	0.0007893840427136372
0.058380000000007204	0.9418952334128163	0.000789775256684773
0.05839000000000721	0.9418757609635339	0.0007901665924864805
0.05840000000000721	0.9418562854757108	0.0007905580501315727
0.05841000000000721	0.941836806949498	0.000790949629632859
0.058420000000007216	0.9418173253850464	0.0007913413310031446
0.05843000000000722	0.9417978407825068	0.0007917331542552312
0.05844000000000722	0.9417783531420303	0.0007921250994019166
0.058450000000007225	0.9417588624637678	0.0007925171664559947
0.05846000000000723	0.9417393687478703	0.0007929093554302556
0.05847000000000723	0.9417198719944889	0.0007933016663374857
0.058480000000007235	0.9417003722037747	0.0007936940991904674
0.05849000000000724	0.9416808693758786	0.0007940866540019795
0.05850000000000724	0.9416613635109519	0.0007944793307847966
0.058510000000007244	0.9416418546091456	0.00079487212955169
0.05852000000000725	0.941622342670611	0.0007952650503154267
0.05853000000000725	0.9416028276954991	0.0007956580930887701
0.05854000000000725	0.9415833096839612	0.0007960512578844797
0.058550000000007256	0.9415637886361484	0.0007964445447153113
0.05856000000000726	0.9415442645522122	0.0007968379535940167
0.05857000000000726	0.9415247374323037	0.0007972314845333439
0.058580000000007265	0.9415052072765742	0.0007976251375460373
0.05859000000000727	0.941485674085175	0.0007980189126448373
0.05860000000000727	0.9414661378582576	0.0007984128098424803
0.058610000000007274	0.9414465985959732	0.000798806829151699
0.05862000000000728	0.9414270562984733	0.0007992009705852226
0.05863000000000728	0.9414075109659094	0.0007995952341557759
0.058640000000007284	0.9413879625984327	0.0007999896198760803
0.05865000000000729	0.941368411196195	0.0008003841277588532
0.05866000000000729	0.9413488567593475	0.0008007787578168081
0.05867000000000729	0.9413292992880419	0.000801173510062655
0.058680000000007296	0.9413097387824296	0.0008015683845090996
0.0586900000000073	0.9412901752426623	0.000801963381168844
0.0587000000000073	0.9412706086688916	0.0008023585000545867
0.058710000000007305	0.941251039061269	0.0008027537411790219
0.05872000000000731	0.9412314664199462	0.0008031491045548403
0.05873000000000731	0.9412118907450748	0.0008035445901947286
0.058740000000007314	0.9411923120368066	0.0008039401981113698
0.05875000000000732	0.9411727302952934	0.000804335928317443
0.05876000000000732	0.9411531455206867	0.0008047317808256234
0.05877000000000732	0.9411335577131384	0.0008051277556485824
0.058780000000007326	0.9411139668728004	0.0008055238527989877
0.05879000000000733	0.9410943729998242	0.0008059200722895031
0.05880000000000733	0.941074776094362	0.0008063164141327883
0.058810000000007336	0.9410551761565653	0.0008067128783414997
0.05882000000000734	0.9410355731865863	0.0008071094649282893
0.05883000000000734	0.9410159671845767	0.0008075061739058056
0.058840000000007345	0.9409963581506885	0.0008079030052866931
0.05885000000000735	0.9409767460850736	0.0008082999590835926
0.05886000000000735	0.9409571309878841	0.000808697035309141
0.058870000000007354	0.940937512859272	0.0008090942339759713
0.05888000000000736	0.9409178916993892	0.0008094915550967129
0.05889000000000736	0.9408982675083879	0.000809888998683991
0.05890000000000736	0.9408786402864201	0.0008102865647504272
0.058910000000007366	0.9408590100336379	0.0008106842533086392
0.05892000000000737	0.9408393767501936	0.000811082064371241
0.05893000000000737	0.9408197404362391	0.0008114799979508423
0.058940000000007375	0.9408001010919267	0.0008118780540600495
0.05895000000000738	0.9407804587174086	0.000812276232711465
0.05896000000000738	0.940760813312837	0.0008126745339176872
0.058970000000007385	0.9407411648783642	0.0008130729576913107
0.05898000000000739	0.9407215134141425	0.0008134715040449262
0.05899000000000739	0.940701858920324	0.000813870172991121
0.059000000000007394	0.9406822013970613	0.0008142689645424779
0.0590100000000074	0.9406625408445065	0.0008146678787115764
0.0590200000000074	0.9406428772628121	0.0008150669155109918
0.0590300000000074	0.9406232106521306	0.0008154660749532957
0.059040000000007406	0.9406035410126142	0.0008158653570510559
0.05905000000000741	0.9405838683444155	0.0008162647618168362
0.05906000000000741	0.940564192647687	0.0008166642892631968
0.059070000000007415	0.9405445139225811	0.0008170639394026938
0.05908000000000742	0.9405248321692503	0.0008174637122478795
0.05909000000000742	0.9405051473878472	0.0008178636078113026
0.059100000000007424	0.9404854595785244	0.0008182636261055077
0.05911000000000743	0.9404657687414344	0.0008186637671430355
0.05912000000000743	0.9404460748767298	0.000819064030936423
0.059130000000007434	0.9404263779845634	0.0008194644174982034
0.05914000000000744	0.9404066780650877	0.0008198649268409059
0.05915000000000744	0.9403869751184555	0.000820265558977056
0.05916000000000744	0.9403672691448194	0.0008206663139191751
0.059170000000007446	0.9403475601443322	0.0008210671916797811
0.05918000000000745	0.9403278481171466	0.0008214681922713877
0.05919000000000745	0.9403081330634155	0.0008218693157065051
0.059200000000007455	0.9402884149832917	0.0008222705619976395
0.05921000000000746	0.940268693876928	0.000822671931157293
0.05922000000000746	0.9402489697444772	0.0008230734231979641
0.059230000000007464	0.9402292425860923	0.0008234750381321476
0.05924000000000747	0.9402095124019262	0.000823876775972334
0.05925000000000747	0.9401897791921318	0.0008242786367310104
0.05926000000000747	0.9401700429568619	0.0008246806204206598
0.059270000000007476	0.9401503036962697	0.0008250827270537614
0.05928000000000748	0.9401305614105082	0.0008254849566427905
0.05929000000000748	0.9401108160997304	0.0008258873092002186
0.059300000000007486	0.9400910677640891	0.0008262897847385133
0.05931000000000749	0.9400713164037378	0.0008266923832701385
0.05932000000000749	0.9400515620188292	0.0008270951048075539
0.059330000000007495	0.9400318046095167	0.0008274979493632158
0.0593400000000075	0.9400120441759534	0.0008279009169495764
0.0593500000000075	0.9399922807182924	0.0008283040075790839
0.059360000000007504	0.939972514236687	0.0008287072212641829
0.05937000000000751	0.9399527447312904	0.000829110558017314
0.05938000000000751	0.9399329722022558	0.0008295140178509139
0.05939000000000751	0.9399131966497365	0.0008299176007774157
0.059400000000007516	0.9398934180738857	0.0008303213068092482
0.05941000000000752	0.9398736364748569	0.0008307251359588369
0.05942000000000752	0.9398538518528033	0.000831129088238603
0.059430000000007525	0.9398340642078784	0.0008315331636609639
0.05944000000000753	0.9398142735402355	0.0008319373622383332
0.05945000000000753	0.9397944798500281	0.0008323416839831209
0.059460000000007535	0.9397746831374095	0.0008327461289077327
0.05947000000000754	0.9397548834025333	0.0008331506970245707
0.05948000000000754	0.9397350806455529	0.0008335553883460331
0.059490000000007544	0.9397152748666219	0.0008339602028845141
0.05950000000000755	0.9396954660658937	0.0008343651406524043
0.05951000000000755	0.9396756542435221	0.0008347702016620902
0.05952000000000755	0.9396558393996605	0.0008351753859259546
0.059530000000007556	0.9396360215344626	0.0008355806934563762
0.05954000000000756	0.9396162006480819	0.0008359861242657302
0.05955000000000756	0.9395963767406723	0.0008363916783663876
0.059560000000007565	0.9395765498123874	0.0008367973557707157
0.05957000000000757	0.9395567198633807	0.0008372031564910779
0.05958000000000757	0.9395368868938062	0.0008376090805398338
0.059590000000007574	0.9395170509038175	0.000838015127929339
0.05960000000000758	0.9394972118935685	0.0008384212986719453
0.05961000000000758	0.939477369863213	0.0008388275927800005
0.059620000000007584	0.9394575248129047	0.0008392340102658489
0.05963000000000759	0.9394376767427975	0.0008396405511418306
0.05964000000000759	0.9394178256530454	0.000840047215420282
0.05965000000000759	0.9393979715438022	0.0008404540031135355
0.059660000000007596	0.9393781144152219	0.0008408609142339197
0.0596700000000076	0.9393582542674583	0.0008412679487937594
0.0596800000000076	0.9393383911006656	0.0008416751068053754
0.059690000000007605	0.9393185249149977	0.0008420823882810847
0.05970000000000761	0.9392986557106086	0.0008424897932332003
0.05971000000000761	0.9392787834876523	0.0008428973216740317
0.059720000000007614	0.9392589082462829	0.0008433049736158841
0.05973000000000762	0.9392390299866546	0.000843712749071059
0.05974000000000762	0.9392191487089215	0.0008441206480518541
0.05975000000000762	0.9391992644132378	0.0008445286705705632
0.059760000000007626	0.9391793770997574	0.000844936816639476
0.05977000000000763	0.9391594867686348	0.0008453450862708787
0.05978000000000763	0.9391395934200241	0.0008457534794770534
0.059790000000007636	0.9391196970540795	0.0008461619962702784
0.05980000000000764	0.9390997976709553	0.000846570636662828
0.05981000000000764	0.9390798952708058	0.0008469794006669728
0.059820000000007645	0.9390599898537854	0.0008473882882949794
0.05983000000000765	0.9390400814200484	0.0008477972995591106
0.05984000000000765	0.939020169969749	0.0008482064344716252
0.059850000000007654	0.9390002555030418	0.0008486156930447785
0.05986000000000766	0.9389803380200812	0.0008490250752908214
0.05987000000000766	0.9389604175210216	0.0008494345812220012
0.05988000000000766	0.9389404940060173	0.0008498442108505614
0.059890000000007666	0.938920567475223	0.0008502539641887414
0.05990000000000767	0.9389006379287932	0.0008506638412487768
0.05991000000000767	0.9388807053668823	0.0008510738420428995
0.059920000000007675	0.9388607697896449	0.0008514839665833373
0.05993000000000768	0.9388408311972357	0.0008518942148823143
0.05994000000000768	0.9388208895898092	0.0008523045869520505
0.059950000000007685	0.9388009449675202	0.0008527150828047622
0.05996000000000769	0.9387809973305231	0.0008531257024526617
0.05997000000000769	0.9387610466789728	0.0008535364459079576
0.059980000000007694	0.9387410930130238	0.0008539473131828544
0.0599900000000077	0.9387211363328309	0.0008543583042895529
0.0600000000000077	0.938701176638549	0.0008547694192402498
0.0600100000000077	0.9386812139303328	0.0008551806580471382
0.060020000000007706	0.9386612482083371	0.0008555920207224073
0.06003000000000771	0.9386412794727167	0.0008560035072782419
0.06004000000000771	0.9386213077236264	0.0008564151177268236
0.060050000000007715	0.9386013329612212	0.0008568268520803299
0.06006000000000772	0.9385813551856559	0.0008572387103509342
0.06007000000000772	0.9385613743970854	0.0008576506925508061
0.060080000000007724	0.9385413905956648	0.0008580627986921115
0.06009000000000773	0.9385214037815489	0.0008584750287870123
0.06010000000000773	0.9385014139548928	0.0008588873828476665
0.060110000000007734	0.9384814211158516	0.0008592998608862281
0.06012000000000774	0.9384614252645802	0.0008597124629148474
0.06013000000000774	0.9384414264012337	0.0008601251889456708
0.06014000000000774	0.9384214245259673	0.0008605380389908408
0.060150000000007746	0.938401419638936	0.0008609510130624958
0.06016000000000775	0.9383814117402949	0.0008613641111727707
0.06017000000000775	0.9383614008301993	0.0008617773333337962
0.060180000000007755	0.9383413869088043	0.0008621906795576992
0.06019000000000776	0.9383213699762651	0.0008626041498566027
0.06020000000000776	0.9383013500327371	0.000863017744242626
0.060210000000007764	0.9382813270783754	0.0008634314627278841
0.06022000000000777	0.9382613011133354	0.0008638453053244886
0.06023000000000777	0.9382412721377723	0.0008642592720445469
0.06024000000000777	0.9382212401518415	0.0008646733629001624
0.060250000000007777	0.9382012051556983	0.000865087577903435
0.06026000000000778	0.9381811671494982	0.0008655019170664605
0.06027000000000778	0.9381611261333965	0.0008659163804013307
0.060280000000007786	0.9381410821075488	0.0008663309679201336
0.06029000000000779	0.9381210350721103	0.0008667456796349534
0.06030000000000779	0.9381009850272366	0.0008671605155578703
0.060310000000007795	0.9380809319730833	0.0008675754757009607
0.0603200000000078	0.9380608759098058	0.000867990560076297
0.0603300000000078	0.9380408168375597	0.0008684057686959478
0.060340000000007804	0.9380207547565006	0.0008688211015719776
0.06035000000000781	0.9380006896667841	0.0008692365587164474
0.06036000000000781	0.9379806215685658	0.0008696521401414138
0.06037000000000781	0.9379605504620013	0.00087006784585893
0.060380000000007816	0.9379404763472464	0.0008704836758810449
0.06039000000000782	0.9379203992244568	0.0008708996302198039
0.06040000000000782	0.9379003190937881	0.0008713157088872482
0.060410000000007825	0.9378802359553962	0.000871731911895415
0.06042000000000783	0.9378601498094367	0.000872148239256338
0.06043000000000783	0.9378400606560655	0.0008725646909820469
0.060440000000007835	0.9378199684954385	0.0008729812670845672
0.06045000000000784	0.9377998733277114	0.0008733979675759208
0.06046000000000784	0.9377797751530401	0.0008738147924681255
0.060470000000007844	0.9377596739715806	0.0008742317417731954
0.06048000000000785	0.9377395697834886	0.0008746488155031406
0.06049000000000785	0.9377194625889202	0.0008750660136699673
0.06050000000000785	0.9376993523880315	0.0008754833362856777
0.060510000000007856	0.9376792391809782	0.0008759007833622703
0.06052000000000786	0.9376591229679164	0.0008763183549117397
0.06053000000000786	0.9376390037490023	0.0008767360509460764
0.060540000000007865	0.9376188815243919	0.0008771538714772671
0.06055000000000787	0.9375987562942412	0.0008775718165172946
0.06056000000000787	0.9375786280587063	0.0008779898860781379
0.060570000000007874	0.9375584968179435	0.0008784080801717719
0.06058000000000788	0.9375383625721088	0.0008788263988101678
0.06059000000000788	0.9375182253213583	0.0008792448420052927
0.060600000000007884	0.9374980850658484	0.00087966340976911
0.06061000000000789	0.9374779418057353	0.0008800821021135789
0.06062000000000789	0.9374577955411753	0.000880500919050655
0.06063000000000789	0.9374376462723245	0.0008809198605922899
0.060640000000007896	0.9374174939993394	0.0008813389267504313
0.0606500000000079	0.9373973387223762	0.0008817581175370229
0.0606600000000079	0.9373771804415914	0.0008821774329640046
0.060670000000007905	0.9373570191571412	0.0008825968730433125
0.06068000000000791	0.9373368548691821	0.0008830164377868784
0.06069000000000791	0.9373166875778705	0.0008834361272066306
0.060700000000007914	0.9372965172833628	0.0008838559413144933
0.06071000000000792	0.9372763439858156	0.0008842758801223868
0.06072000000000792	0.9372561676853853	0.0008846959436422275
0.060730000000007923	0.9372359883822285	0.0008851161318859281
0.06074000000000793	0.9372158060765017	0.000885536444865397
0.06075000000000793	0.9371956207683614	0.000885956882592539
0.06076000000000793	0.9371754324579643	0.000886377445079255
0.060770000000007936	0.937155241145467	0.0008867981323374416
0.06078000000000794	0.9371350468310261	0.0008872189443789921
0.06079000000000794	0.9371148495147984	0.0008876398812157953
0.060800000000007945	0.9370946491969404	0.0008880609428597364
0.06081000000000795	0.9370744458776089	0.0008884821293226968
0.06082000000000795	0.9370542395569607	0.0008889034406165537
0.060830000000007954	0.9370340302351524	0.0008893248767531805
0.06084000000000796	0.9370138179123411	0.0008897464377444468
0.06085000000000796	0.9369936025886832	0.0008901681236022182
0.06086000000000796	0.936973384264336	0.0008905899343383563
0.060870000000007966	0.936953162939456	0.0008910118699647189
0.06088000000000797	0.9369329386142001	0.0008914339304931599
0.06089000000000797	0.9369127112887254	0.0008918561159355292
0.060900000000007976	0.9368924809631888	0.0008922784263036728
0.06091000000000798	0.9368722476377471	0.000892700861609433
0.06092000000000798	0.9368520113125575	0.0008931234218646477
0.060930000000007985	0.9368317719877768	0.0008935461070811514
0.06094000000000799	0.9368115296635622	0.0008939689172707744
0.06095000000000799	0.9367912843400706	0.0008943918524453431
0.060960000000007994	0.9367710360174593	0.0008948149126166801
0.060970000000008	0.9367507846958851	0.0008952380977966041
0.060980000000008	0.9367305303755055	0.0008956614079969296
0.060990000000008	0.9367102730564774	0.0008960848432294676
0.061000000000008006	0.9366900127389579	0.0008965084035060249
0.06101000000000801	0.9366697494231044	0.0008969320888384043
0.06102000000000801	0.936649483109074	0.0008973558992384051
0.061030000000008015	0.936629213797024	0.0008977798347178222
0.06104000000000802	0.9366089414871117	0.000898203895288447
0.06105000000000802	0.9365886661794943	0.0008986280809620665
0.061060000000008025	0.9365683878743293	0.0008990523917504643
0.06107000000000803	0.9365481065717738	0.0008994768276654198
0.06108000000000803	0.9365278222719854	0.0008999013887187083
0.061090000000008034	0.9365075349751213	0.0009003260749221016
0.06110000000000804	0.936487244681339	0.0009007508862873674
0.06111000000000804	0.936466951390796	0.0009011758228262693
0.06112000000000804	0.9364466551036498	0.0009016008845505672
0.061130000000008046	0.9364263558200577	0.0009020260714720171
0.06114000000000805	0.9364060535401774	0.0009024513836023709
0.06115000000000805	0.9363857482641663	0.0009028768209533766
0.061160000000008055	0.936365439992182	0.0009033023835367785
0.06117000000000806	0.9363451287243821	0.0009037280713643167
0.06118000000000806	0.9363248144609243	0.0009041538844477275
0.061190000000008064	0.9363044972019661	0.0009045798227987433
0.06120000000000807	0.9362841769476652	0.0009050058864290925
0.06121000000000807	0.9362638536981793	0.0009054320753504998
0.061220000000008074	0.9362435274536661	0.0009058583895746855
0.06123000000000808	0.9362231982142833	0.0009062848291133664
0.06124000000000808	0.9362028659801888	0.0009067113939782553
0.06125000000000808	0.9361825307515401	0.000907138084181061
0.061260000000008086	0.9361621925284953	0.0009075648997334884
0.06127000000000809	0.9361418513112121	0.0009079918406472384
0.06128000000000809	0.9361215070998483	0.0009084189069340081
0.061290000000008095	0.9361011598945619	0.0009088460986054905
0.0613000000000081	0.9360808096955107	0.0009092734156733748
0.0613100000000081	0.9360604565028526	0.0009097008581493463
0.061320000000008104	0.9360401003167457	0.0009101284260450864
0.06133000000000811	0.9360197411373478	0.0009105561193722723
0.06134000000000811	0.935999378964817	0.0009109839381425776
0.06135000000000811	0.9359790137993113	0.0009114118823676718
0.061360000000008116	0.9359586456409887	0.0009118399520592204
0.06137000000000812	0.9359382744900074	0.0009122681472288853
0.06138000000000812	0.9359179003465254	0.000912696467888324
0.061390000000008126	0.9358975232107009	0.0009131249140491904
0.06140000000000813	0.9358771430826918	0.0009135534857231343
0.06141000000000813	0.9358567599626564	0.0009139821829218019
0.061420000000008135	0.9358363738507529	0.000914411005656835
0.06143000000000814	0.9358159847471397	0.0009148399539398717
0.06144000000000814	0.9357955926519748	0.0009152690277825463
0.061450000000008144	0.9357751975654165	0.0009156982271964887
0.06146000000000815	0.9357547994876231	0.0009161275521933254
0.06147000000000815	0.9357343984187529	0.0009165570027846788
0.06148000000000815	0.9357139943589644	0.0009169865789821671
0.061490000000008156	0.9356935873084158	0.0009174162807974049
0.06150000000000816	0.9356731772672654	0.0009178461082420028
0.06151000000000816	0.9356527642356718	0.0009182760613275673
0.061520000000008165	0.9356323482137933	0.000918706140065701
0.06153000000000817	0.9356119292017884	0.0009191363444680028
0.06154000000000817	0.9355915071998155	0.0009195666745460675
0.061550000000008175	0.9355710822080333	0.0009199971303114858
0.06156000000000818	0.9355506542266002	0.0009204277117758447
0.06157000000000818	0.9355302232556748	0.0009208584189507272
0.061580000000008184	0.9355097892954156	0.0009212892518477123
0.06159000000000819	0.9354893523459813	0.0009217202104783752
0.06160000000000819	0.9354689124075304	0.000922151294854287
0.06161000000000819	0.9354484694802215	0.0009225825049870149
0.061620000000008196	0.9354280235642135	0.0009230138408881222
0.0616300000000082	0.935407574659665	0.0009234453025691683
0.0616400000000082	0.9353871227667346	0.0009238768900417086
0.061650000000008205	0.9353666678855812	0.0009243086033172947
0.06166000000000821	0.9353462100163635	0.0009247404424074739
0.06167000000000821	0.9353257491592404	0.0009251724073237899
0.061680000000008214	0.9353052853143705	0.0009256044980777823
0.06169000000000822	0.9352848184819128	0.0009260367146809868
0.06170000000000822	0.9352643486620261	0.0009264690571449352
0.061710000000008224	0.9352438758548693	0.0009269015254811554
0.06172000000000823	0.9352234000606015	0.0009273341197011711
0.06173000000000823	0.9352029212793813	0.0009277668398165024
0.06174000000000823	0.9351824395113679	0.0009281996858386652
0.061750000000008236	0.9351619547567203	0.0009286326577791714
0.06176000000000824	0.9351414670155973	0.0009290657556495294
0.06177000000000824	0.935120976288158	0.0009294989794612431
0.061780000000008245	0.9351004825745617	0.0009299323292258129
0.06179000000000825	0.9350799858749672	0.000930365804954735
0.06180000000000825	0.9350594861895337	0.0009307994066595017
0.061810000000008254	0.9350389835184203	0.0009312331343516014
0.06182000000000826	0.9350184778617863	0.0009316669880425185
0.06183000000000826	0.9349979692197906	0.0009321009677437335
0.06184000000000826	0.9349774575925927	0.000932535073466723
0.061850000000008266	0.9349569429803516	0.0009329693052229595
0.06186000000000827	0.9349364253832267	0.0009334036630239117
0.06187000000000827	0.9349159048013773	0.0009338381468810442
0.061880000000008276	0.9348953812349625	0.0009342727568058178
0.06189000000000828	0.9348748546841418	0.0009347074928096892
0.06190000000000828	0.9348543251490744	0.0009351423549041114
0.061910000000008285	0.9348337926299198	0.0009355773431005334
0.06192000000000829	0.9348132571268374	0.0009360124574103999
0.06193000000000829	0.9347927186399866	0.000936447697845152
0.061940000000008294	0.9347721771695268	0.0009368830644162267
0.0619500000000083	0.9347516327156175	0.0009373185571350571
0.0619600000000083	0.9347310852784181	0.0009377541760130723
0.0619700000000083	0.9347105348580882	0.0009381899210616977
0.061980000000008306	0.9346899814547873	0.0009386257922923543
0.06199000000000831	0.9346694250686751	0.0009390617897164596
0.06200000000000831	0.934648865699911	0.0009394979133454267
0.062010000000008315	0.9346283033486548	0.0009399341631906652
0.06202000000000832	0.9346077380150659	0.0009403705392635803
0.06203000000000832	0.9345871696993041	0.0009408070415755737
0.062040000000008325	0.9345665984015291	0.0009412436701380428
0.06205000000000833	0.9345460241219006	0.0009416804249623813
0.06206000000000833	0.9345254468605783	0.0009421173060599787
0.062070000000008334	0.9345048666177219	0.0009425543134422206
0.06208000000000834	0.9344842833934913	0.0009429914471204888
0.06209000000000834	0.9344636971880463	0.000943428707106161
0.06210000000000834	0.9344431080015467	0.0009438660934106111
0.062110000000008346	0.9344225158341524	0.0009443036060452088
0.06212000000000835	0.9344019206860231	0.00094474124502132
0.06213000000000835	0.9343813225573189	0.0009451790103503066
0.062140000000008355	0.9343607214481995	0.0009456169020435267
0.06215000000000836	0.934340117358825	0.0009460549201123343
0.06216000000000836	0.9343195102893554	0.0009464930645680793
0.062170000000008364	0.9342989002399507	0.0009469313354221079
0.06218000000000837	0.9342782872107708	0.0009473697326857621
0.06219000000000837	0.9342576712019758	0.0009478082563703802
0.062200000000008374	0.9342370522137258	0.0009482469064872964
0.06221000000000838	0.9342164302461808	0.0009486856830478409
0.06222000000000838	0.9341958052995011	0.0009491245860633401
0.06223000000000838	0.9341751773738467	0.0009495636155451162
0.062240000000008386	0.9341545464693778	0.0009500027715044877
0.06225000000000839	0.9341339125862546	0.0009504420539527689
0.06226000000000839	0.9341132757246373	0.0009508814629012704
0.062270000000008395	0.9340926358846862	0.0009513209983612984
0.0622800000000084	0.9340719930665614	0.0009517606603441557
0.0622900000000084	0.9340513472704234	0.0009522004488611408
0.062300000000008404	0.9340306984964323	0.0009526403639235482
0.06231000000000841	0.9340100467447485	0.0009530804055426687
0.06232000000000841	0.9339893920155324	0.0009535205737297888
0.06233000000000841	0.9339687343089444	0.0009539608684961914
0.062340000000008416	0.933948073625145	0.000954401289853155
0.06235000000000842	0.9339274099642944	0.0009548418378119547
0.06236000000000842	0.9339067433265531	0.000955282512383861
0.062370000000008426	0.9338860737120817	0.0009557233135801409
0.06238000000000843	0.9338654011210406	0.0009561642414120574
0.06239000000000843	0.9338447255535903	0.0009566052958908691
0.062400000000008435	0.9338240470098915	0.0009570464770278312
0.06241000000000844	0.9338033654901047	0.0009574877848341947
0.06242000000000844	0.9337826809943904	0.0009579292193212065
0.062430000000008444	0.9337619935229093	0.0009583707805001098
0.06244000000000845	0.9337413030758221	0.0009588124683821436
0.06245000000000845	0.9337206096532894	0.0009592542829785429
0.06246000000000845	0.9336999132554719	0.0009596962243005391
0.062470000000008456	0.9336792138825303	0.0009601382923593592
0.06248000000000846	0.9336585115346253	0.0009605804871662265
0.06249000000000846	0.9336378062119178	0.0009610228087323601
0.06250000000000847	0.9336170979145686	0.0009614652570689755
0.06251000000000846	0.9335963866427384	0.0009619078321872838
0.06252000000000846	0.933575672396588	0.0009623505340984925
0.06253000000000845	0.9335549551762784	0.0009627933628138048
0.06254000000000845	0.9335342349819704	0.0009632363183444202
0.06255000000000845	0.9335135118138249	0.0009636794007015341
0.06256000000000844	0.9334927856720029	0.000964122609896338
0.06257000000000844	0.9334720565566653	0.0009645659459400193
0.06258000000000843	0.9334513244679732	0.0009650094088437614
0.06259000000000843	0.9334305894060875	0.0009654529986187441
0.06260000000000843	0.9334098513711692	0.0009658967152761428
0.06261000000000842	0.9333891103633793	0.0009663405588271291
0.06262000000000842	0.9333683663828791	0.0009667845292828706
0.06263000000000842	0.9333476194298296	0.000967228626654531
0.06264000000000841	0.9333268695043918	0.0009676728509532699
0.06265000000000841	0.933306116606727	0.0009681172021902431
0.0626600000000084	0.9332853607369963	0.0009685616803766021
0.0626700000000084	0.933264601895361	0.0009690062855234948
0.0626800000000084	0.9332438400819821	0.000969451017642065
0.06269000000000839	0.9332230752970211	0.0009698958767434524
0.06270000000000839	0.9332023075406392	0.0009703408628387928
0.06271000000000838	0.9331815368129975	0.0009707859759392182
0.06272000000000838	0.9331607631142576	0.0009712312160558563
0.06273000000000838	0.9331399864445806	0.000971676583199831
0.06274000000000837	0.9331192068041281	0.0009721220773822622
0.06275000000000837	0.9330984241930613	0.000972567698614266
0.06276000000000836	0.9330776386115417	0.000973013446906954
0.06277000000000836	0.9330568500597307	0.0009734593222714345
0.06278000000000836	0.9330360585377898	0.0009739053247188113
0.06279000000000835	0.9330152640458804	0.0009743514542601844
